Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
332,WA7GIE,449.000000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
333,K7SDC,449.050000,-,5.000000,Tone,88.5,88.5,023,NN,FM,5.00,,,,,,
334,KC7NAT,449.075000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
335,N7BYU,449.075000,-,5.000000,Tone,167.9,88.5,023,NN,FM,5.00,,,,,,
336,W7RSS,449.075000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
337,K7QEQ,449.100000,-,5.000000,Tone,107.2,88.5,023,NN,FM,5.00,,,,,,
338,K7JL,449.150000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
339,KA7EGC,449.175000,-,5.000000,Tone,131.8,88.5,023,NN,FM,5.00,,,,,,
340,K7MLA,449.225000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
341,WD7N,449.250000,-,5.000000,Tone,110.9,88.5,023,NN,FM,5.00,,,,,,
342,N7HRC,449.250000,-,5.000000,Tone,118.8,88.5,023,NN,FM,5.00,,,,,,
343,AI7J,449.250000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
344,AC7II,449.250000,-,5.000000,Tone,103.5,88.5,023,NN,FM,5.00,,,,,,
345,WB7REL,449.250000,-,5.000000,Tone,131.8,88.5,023,NN,FM,5.00,,,,,,
346,K5JCA,449.275000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
347,K7OJU,449.275000,-,5.000000,Tone,88.5,88.5,023,NN,FM,5.00,,,,,,
348,W7BOZ,449.300000,-,5.000000,Tone,103.5,88.5,023,NN,FM,5.00,,,,,,
349,WB7REL,449.300000,-,5.000000,Tone,88.5,88.5,023,NN,FM,5.00,,,,,,
350,N7RRZ,449.325000,-,5.000000,Tone,156.7,88.5,023,NN,FM,5.00,,,,,,
351,N7UEO,449.325000,-,5.000000,Tone,114.8,88.5,023,NN,FM,5.00,,,,,,
352,NR7K,449.325000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
353,W7CWK,449.350000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
354,K7OET,449.350000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
355,W7EO,449.350000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
356,K7JL,449.400000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
357,WA7GIE,449.425000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
358,KA7STK,449.425000,-,5.000000,Tone,203.5,88.5,023,NN,FM,5.00,,,,,,
359,WA7GIE,449.475000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
360,WA7GTU,449.500000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
361,K7JL,449.500000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
362,K7JL,449.525000,-,5.000000,Tone,131.8,88.5,023,NN,FM,5.00,,,,,,
363,KA7STK,449.525000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
364,WA7GIE,449.550000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
365,WA7GIE,449.550000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
368,AI7J,449.600000,-,5.000000,Tone,136.5,88.5,023,NN,FM,5.00,,,,,,
369,AC7O,449.625000,-,5.000000,Tone,103.5,88.5,023,NN,FM,5.00,,,,,,
370,AC7II,449.650000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
371,AC7II,449.650000,-,5.000000,Tone,167.9,88.5,023,NN,FM,5.00,,,,,,
372,K7UCS,449.675000,-,5.000000,Tone,173.8,88.5,023,NN,FM,5.00,,,,,,
373,KO7R,449.700000,-,5.000000,Tone,127.3,88.5,023,NN,FM,5.00,,,,,,
374,K7OGM,449.700000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
375,W7BYU,449.700000,-,5.000000,Tone,136.5,88.5,023,NN,FM,5.00,,,,,,
376,K7DOU,449.700000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
377,KD7YK,449.725000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
378,WA7UAH,449.725000,-,5.000000,Tone,151.4,88.5,023,NN,FM,5.00,,,,,,
379,N7YFZ,449.750000,-,5.000000,Tone,131.8,88.5,023,NN,FM,5.00,,,,,,
380,KA7OEI,449.750000,-,5.000000,Tone,151.4,88.5,023,NN,FM,5.00,,,,,,
381,W7AOR,449.750000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
382,K8BKT,449.775000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
383,N7TOP,449.775000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
384,WA7KMF,449.800000,-,5.000000,Tone,103.5,88.5,023,NN,FM,5.00,,,,,,
386,KB7YOT,449.825000,-,5.000000,Tone,167.9,88.5,023,NN,FM,5.00,,,,,,
387,W7NRC,449.850000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
388,WA7FFM,449.850000,-,5.000000,Tone,146.2,88.5,023,NN,FM,5.00,,,,,,
389,W7MVK,449.875000,-,5.000000,Tone,167.9,88.5,023,NN,FM,5.00,,,,,,
390,WA7GTU,449.900000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
391,KD7HLL,449.900000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
392,KD0J,449.900000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
393,W7BAR,449.900000,-,5.000000,Tone,136.5,88.5,023,NN,FM,5.00,,,,,,
394,K7DAV,449.925000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
395,W7CWI,449.925000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
396,NJ7J,449.950000,-,5.000000,Tone,123.0,88.5,023,NN,FM,5.00,,,,,,
397,N7ZOI,449.950000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
398,W7EO,449.950000,-,5.000000,Tone,100.0,88.5,023,NN,FM,5.00,,,,,,
399,K7UCS,449.975000,-,5.000000,Tone,131.8,88.5,023,NN,FM,5.00,,,,,,
420,UNI 1,122.700000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
421,UNI 2,122.725000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
422,UNIMED,122.800000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
423,UNI SL,122.950000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
424,UNI 5,122.975000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
425,UNI 6,123.000000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
426,UNI 8,123.075000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
427,AIRMED,123.050000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
428,A2A SL,122.750000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
429,A2A 1,123.450000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
430,A2A 2,123.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
431,A2A 3,123.500000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
432,A2A 4,123.025000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
433,A2A 5,123.750000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
434,CIVGRD,121.500000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
435,MILGRD,243.000000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
436,GRND E,121.900000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
437,GRND W,123.775000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
438,FINAL,125.700000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
439,APP 1,121.100000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
440,APP 2M,120.900000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
441,APP 1,124.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
442,APP 2,128.100000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
443,APP 3,126.250000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
444,APP 4,124.900000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
445,APP 5,135.500000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
446,CLEAR,127.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
447,TOW16R,132.650000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
448,TOW17,118.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
449,TOW16L,119.050000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
450,SL WX,134.425000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
451,OG WX,125.500000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
452,HILL G,121.600000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
453,HILL T,127.150000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
454,OG GND,121.700000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
455,OG TW1,118.700000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
456,OG TW2,125.550000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
475,FRS 1,462.562500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
476,FRS 2,462.587500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
477,FRS 3,462.612500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
478,FRS 4,462.637500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
479,FRS 5,462.662500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
480,FRS 6,462.687500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
481,FRS 7,462.712500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
482,FRS 8,467.562500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
483,FRS 9,467.587500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
484,FRS 10,467.612500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
485,FRS 11,467.637500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
486,FRS 12,467.662500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
487,FRS 13,467.687500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
488,FRS 14,467.712500,,5.000000,,88.5,88.5,023,NN,NFM,12.50,,,,,,
489,FRS 15,462.550000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
490,FRS 16,462.575000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
491,FRS 17,462.600000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
492,FRS 18,462.625000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
493,FRS 19,462.650000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
494,FRS 20,462.675000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
495,FRS 21,462.700000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
496,FRS 22,462.725000,,5.000000,,88.5,88.5,023,NN,FM,25.00,,,,,,
499,APRS,144.390000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
500,ISS_RX,145.800000,,0.600000,,100.0,88.5,023,NN,FM,5.00,,,,,,
